TimeStamp,AF3,AF4,FP1,FP2,AF7,AF8
-0.755736112594604,0.00978737441150837,0.0030083585391472,0.0152302700555646,-0.0146084817777254,-0.0175113475336251,0.00409382630513028
-0.753736257553101,0.0097936366252466,0.00300983747957199,0.0152327548244899,-0.0146126131251589,-0.0175068064042099,0.00408319060006029
-0.751734256744385,0.00979906064856775,0.00301117113365783,0.0152341555338091,-0.0146155263025196,-0.0175046233838348,0.00407576237031965
-0.749733209609985,0.009816189535402,0.00302492490707933,0.0152492280601535,-0.0145998502790749,-0.0174910484243689,0.00400055620080902
-0.747733116149902,0.00982713443960362,0.00303584745953649,0.015262229324845,-0.0145824233689813,-0.0174823610463573,0.00393957319135346
-0.745733022689819,0.00983123225942042,0.00304405800033307,0.0152756701738441,-0.0145656968135472,-0.0174729211596157,0.00388765753956527
-0.743731260299683,0.00983376173183462,0.00305159426350525,0.015285352204484,-0.0145553442305737,-0.0174665024836662,0.00385113851441604
-0.7417311668396,0.00984718767967077,0.00306285209212924,0.0153000074982652,-0.0145470815357067,-0.0174508413613846,0.00378787562702604
-0.739731073379517,0.00985232113031401,0.00306805259800584,0.0153028834227185,-0.0145463737304656,-0.0174483677683315,0.00377148434775881
-0.737731218338013,0.00985492883383379,0.00307226962712641,0.0153012219430473,-0.0145483034310703,-0.0174482858119352,0.00376816883899794
-0.73573112487793,0.00985763339491288,0.00307110733641473,0.0153005066872247,-0.0145495327770153,-0.0174452236229448,0.00376550898140775
-0.733728170394897,0.00986143319147029,0.00307685173473975,0.0153024289372479,-0.0145460012013914,-0.0174457600648117,0.00375104740274517
-0.731728076934814,0.00985524548354691,0.00307555905885208,0.0152989904938925,-0.0145464668627342,-0.0174519477727351,0.00376861959917778
-0.729728221893311,0.00984025863888963,0.00306119806303955,0.0152874905213702,-0.0145594420503905,-0.0174652358848138,0.00383573071190485
-0.727728128433228,0.00981640560226507,0.00303888729678241,0.0152695606970263,-0.014575829604367,-0.0174860714359369,0.00393704744423001
-0.725726127624512,0.00979627413109233,0.0030189346395653,0.0152534078363666,-0.0145926083138714,-0.0175058229274539,0.00402981463430102
